,user_id,username,user_picture,user_url,type,post_id,created,text,link,mentions,likes_and_views_counts_enabled,likes,comments,views,plays,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE,hashtags,sponsor
0,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2920808782766563627_197605378,2022-09-05T19:56:07.000+00:00,"✨🛻 Here’s a little live version of the first song off of the album! Chevy-2-Go💙
.
.
.
Video/Production @itschazmazzota",https://www.instagram.com/p/CiIzBzhpGEr/,['itschazmazzota'],True,3364.0,35,85241.0,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
1,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,photo,2920791280238009649_197605378,2022-09-05T19:17:55.000+00:00,"I’ve always wanted a reading corner. Somewhere cozy and bright.  We found the PERFECT lamp for this nook. 💡 It’s modern and chic! @anglepoise The Original 1227™ floor lamp blends the classic Anglepoise® shade silhouette with their spring articulation. The white lamp is highly adjustable for reading, working, or sipping morning coffee! It’s a stylish, contemporary accessory.  Do we love?!",https://www.instagram.com/p/CiIvDHBpR0x/,['anglepoise'],True,2181.0,46,,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
2,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2920687922823836098_197605378,2022-09-05T15:59:09.000+00:00,"ALBUM RELEASE this FRIDAY! 🤩

(Listen for a preview of the first song!)

Album:

💛Chevy 2 Go
🧡Death of Me
❤️Wild Wild (feat. Fiona Maura)
💚Like a Friend
💜Pony Up (Live Acoustic)
💙Baby Tennessee
🖤You & A Sorry (feat. Chaz Mazzota)
🤎Infinity (Live Acoustic)
🤍Pony Up

Many thanks to:
@kristianveech @itschazmazzota @fionamauramusic @colemiraclemusic & Stacy Hogan/Mike Schrimpf for helping me put this together!",https://www.instagram.com/p/CiIXjD7sDHC/,"['kristianveech', 'itschazmazzota', 'fionamauramusic', 'colemiraclemusic']",True,104.0,50,7572.0,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
3,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2918171320015178268_197605378,2022-09-02T04:35:15.000+00:00,Late night free write // incomplete and raw 🫶🏻,https://www.instagram.com/p/Ch_bVq7PMoc/,,True,2759.0,55,10472.0,10888.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
4,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,photo,2917791289296191038_197605378,2022-09-01T15:57:28.000+00:00,"🖤 Some people get facials.  Some people go for hikes.  Some people read romance novels.  Some people watch reality TV.  There are tons of coping mechanisms out there… but for me, when I’m just in a bit of a funk, getting dolled up and taking pictures is the ticket.  It just makes me feel good.  It’s fun, it’s harmless, it’s creating a memory.  It’s like playing dress up as an adult and I can’t wait to dress up the babies too! 
Hair @chrisloren_hair 
Dress @sexymamamaternity",https://www.instagram.com/p/Ch-E7fvOn4-/,"['chrisloren_hair', 'sexymamamaternity']",True,2809.0,62,,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
5,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,photo,2917057074669782781_197605378,2022-08-31T15:38:43.000+00:00,Bump is growing with @itsbodily and YAY my undergarments still fit! Thankful for inclusive clothing like this! Swipe to see the last 3 months of growth!,https://www.instagram.com/p/Ch7d_RFO4b9/,['itsbodily'],True,2849.0,61,,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
6,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,photo,2916571516619858563_197605378,2022-08-30T23:34:00.000+00:00,"They say a magician should never show how to do the tricks but, I’m quite impressed with my living room setup lol @urbanbay",https://www.instagram.com/p/Ch5vld6JiKD/,"['urbanbay', 'bumpsuit']",True,2720.0,48,,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
7,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,photo,2916569165141971829_197605378,2022-08-30T23:29:19.000+00:00,When can I put up Christmas decorations? Too soon? 🤪🎄,https://www.instagram.com/p/Ch5vDP7JRN1/,['bumpsuit'],True,2710.0,50,,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
8,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,photo,2916550276941261553_197605378,2022-08-30T22:51:48.000+00:00,"Just got these studio shots back from @urbanbay - so pleased! 😜
.
.
Underwear: @itsbodily 
Earrings: @shashinyc 
PC: @chelseaericasmith",https://www.instagram.com/p/Ch5qwY6pqrx/,"['urbanbay', 'itsbodily', 'shashinyc', 'chelseaericasmith', 'bumpsuit', 'hm']",True,2768.0,78,,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
9,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,photo,2915754612850175957_197605378,2022-08-29T20:30:57.000+00:00,Obsessed with this dress from @angelmaternity 👼🏼 // so light and airy and perfect for the hot days in the south!,https://www.instagram.com/p/Ch2118_JC_V/,['angelmaternity'],True,2741.0,58,,,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
