,user_id,username,user_picture,user_url,type,post_id,created,text,link,mentions,hashtags,likes_and_views_counts_enabled,likes,comments,views,plays,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE,image,thumbnail
0,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2918171320015178268_197605378,2022-09-02T04:35:15.000+00:00,Late night free write // incomplete and raw 🫶🏻,https://www.instagram.com/p/Ch_bVq7PMoc/,,,True,2759.0,55.0,10472.0,10888.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
1,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2913577438529645496_197605378,2022-08-26T20:29:10.000+00:00,"🥹💕 Today’s Co-Write with @hannah_mcdonald_music // 

Rouge and corsets, you look gorgeous, tell it to myself 
Mirrors and lies and alibis  defined by someone else
Blush and lashes turn to ashes, only time will tell
Vintage classic speeds away and home becomes my hell

Where the heart is, where you make it
Where you grew up, how you take it
Where your heart breaks, where you fake it
Where you fall down, and you take it
Home becomes my hell
Home becomes my hell

Stairs and walls and late night calls, bathroom tile is cold
Mirrors and lies and alibis of tales that go untold
Diamond bracelets, stone cold faces, complement me well
Stories scream from the in between and home becomes my hell

I wanna pick up my stuff and hit the ground running 
Strike up a match and leave you behind in tears
Ooooh
I wanna pull out the drive and watch you go under 
I won’t survive unless I get out of here, out of here",https://www.instagram.com/p/ChvGz5ZJuu4/,['hannah_mcdonald_music'],,True,2019.0,5.0,7468.0,8015.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
2,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2913421649161070426_197605378,2022-08-26T15:20:39.000+00:00,"Slater Twins Nursery Reveal & Organization + Design 💕
.
.
♦️Crib & Recliner : @milliondollarbabyclassic 
♦️Toy Hanger : @finnandemma 
♦️Dresser : @uniquethriftnashville 
♦️Puzzles & Pink Stack Toys : @busypuzzle 
♦️Flamingo : @nordstrom
♦️Pillows & Curtains : @rossdressforless 
♦️Rug : @target",https://www.instagram.com/p/ChujY3PLada/,"['milliondollarbabyclassic', 'finnandemma', 'uniquethriftnashville', 'busypuzzle', 'nordstrom', 'rossdressforless', 'target']",,True,2481.0,76.0,7969.0,8636.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
3,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2912697935242654936_197605378,2022-08-25T15:22:04.000+00:00,"We really needed something to brighten up our bedroom.  The @sijohome sheets are the absolute softest and this linen duvet cover makes us feel like royalty! It’s cool to the touch, hypoallergenic, and make you sleep like a baby!

✨You can use the discount code CHELSEA20 for 20% site wide… which is an insane deal!✨

As per usual, these are Pippy Approved!

#sijopartner #sijohome",https://www.instagram.com/p/Chr-1cIJvTY/,['sijohome'],"['sijopartner', 'sijohome']",True,2472.0,73.0,11601.0,12195.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
4,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2911455038212021425_197605378,2022-08-23T22:10:36.000+00:00,"🙌🏻 This New Moms Starter Kit from @iRemedyhealthcare has alllll the essentials!  It’s so nice to have a little bit of everything all in one shipment. 
🤷🏼‍♀️ What’s inside for only $159.95?
* 1 Baby Carrier
* 2 Pacifiers,
* 3 Socks,
* 1 Desitin 4oz Tube
* 1 A&D 13oz Tube
* 4 Bambini Flannel Receiving Blanket
* 1 Grooming Kit
* 3 Formula Bottles
* 1 J and J Baby Wash
* 2 packs of Baby Wipes (72 each)
* 1 Welcome Baby Layette Set
* 2 Cuties Diapers Newborn (42 Each)
* 2 Cuties Diapers Size 1 (50 Each)
 #iRemedy #iRemedyHealthcare #iRemedyNewMoms",https://www.instagram.com/p/ChnkO6EJhyx/,['iremedyhealthcare'],"['iRemedy', 'iRemedyHealthcare', 'iRemedyNewMoms']",True,2545.0,59.0,10896.0,11496.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
5,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2910540416764759412_197605378,2022-08-22T15:53:29.000+00:00,"What an amazing shower!  So thankful for my Tennessee family.  So fun to have Dana with me for all the fun.  Loved the western theme! 💕🌸👢🐎
Baby Shower Pink Lace Maxi Dress @sexymamamaternity",https://www.instagram.com/p/ChkURadrk10/,['sexymamamaternity'],,True,2672.0,59.0,11076.0,13089.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
6,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2904138021104716634_197605378,2022-08-13T19:57:06.000+00:00,"*GIVEAWAY ALERT!* 🎺
I have teamed up with @summermaeswimwear to give away TWO OF YOU lucky ladies a swimsuit. (They have both maternity & non maternity! I’ll wear these long after pregnancy) 💕

☀️How to enter:
1. Follow me @chelseaericasmith and @summermaeswimwear 🌸
2. Tag a friend in the comments below! 💫

🌹Bonus entry: 

Share this post to your story and tag both accounts!!!
 
The giveaway is open to US residents only! Winners will be drawn in 5 days (Thursday!) and will be announced on the @summermaeswimwear story!

Good luck everyone! 🌴",https://www.instagram.com/p/ChNkiS2pwta/,"['summermaeswimwear', 'chelseaericasmith']",,True,2459.0,60.0,11243.0,12112.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
7,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2904130286430589311_197605378,2022-08-13T19:37:37.000+00:00,"Hey folks!☁️🛌 Need an amazing new mattress? Our guest bedroom (Grandmother’s Suite!) has the most comfortable @dreamcloudsleep mattress and I’ve got a discount code for you. TODAY: There’s a major flash sale! You can use code CHELSEAERICA for 25% EVERYTHING. 
.
.
.
#DCFLASH #DreamCloudSleepPartner #ILoveMyDreamCloud #sponsored",https://www.instagram.com/p/ChNixvYJhF_/,['dreamcloudsleep'],"['DCFLASH', 'DreamCloudSleepPartner', 'ILoveMyDreamCloud', 'sponsored']",True,2418.0,62.0,11589.0,12398.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
8,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2900506245393881921_197605378,2022-08-08T19:45:25.000+00:00,"If you were wondering how the magic happened…. 🪄🎂🍥🧁🍰🍭🥂☕️ 🪄 @katieannecole 

🫖☕️🥂 @spodeus
🍽 @penny_morrison_ltd 
💐 @kissmekatecustomfloral 
🎂@sugar_blooms_cakes 
🍥 @tatiana._balan",https://www.instagram.com/p/ChAqxAJgRtB/,"['katieannecole', 'spodeus', 'penny_morrison_ltd', 'kissmekatecustomfloral', 'sugar_blooms_cakes', 'tatiana._balan']",,True,2427.0,57.0,11686.0,12452.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
9,197605378,chelseaericasmith,https://imgp.sptds.icu/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZaA66r0CnD4GFnNbQsizrHzc4Jdt5hmYgA%2FHbRp%2F6YQHvAK3z9idEtpvUqyw56i1Xb%2FT7KgzXFYUg9rcfsi3giWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/chelseaericasmith,video,2900473922420391023_197605378,2022-08-08T18:38:29.000+00:00,"As we were setting up for this shower, we gathered china & tea sets from all over my family.  My Grandma brought out her famous blue plates and low and behold, they were Spode, a company founded in 1770.  Her plates had something like 1820’s on the back.

As I am starting my own family, I realized that I had yet to collect my first real set of fine china.  Enter @spodeus ! This gorgeous Meadow Lane set (complete with their Creatures of Curiosity wine glasses) are now my first collection; a collection I can cherish with these memories forever… but also bring out for tea parties with my twin girls in the future.

The bunnies go way beyond Easter (but an FYI to my family- I’ll be hosting Easter brunch every year going forward because of this set!), they are a spring must have, a summer love, and a tea party necessity now.

Gorgeous, right?! 

🫖☕️🥂 @spodeus for the Meadow Lane set!
Other vendors showcased:
💐 @kissmekatecustomfloral 
 🪄@katieannecole 
🎂@sugar_blooms_cakes 
🍥 @tatiana._balan",https://www.instagram.com/p/ChAjapCJrxv/,"['spodeus', 'kissmekatecustomfloral', 'katieannecole', 'sugar_blooms_cakes', 'tatiana._balan']",,True,2432.0,60.0,11191.0,12160.0,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911,,
